review,token
"Kesini untuk acara BPIP, Fasilitas hotel lengkap dan kondisinya masih sangat bagus, untuk makanannya enak, pelayanan prima sigap dan cekatan kalau habis selesai makan langsung di ambil dan juga ramah.","['kesini', 'acara', 'bpip', 'fasilitas', 'hotel', 'lengkap', 'kondisi', 'sangat', 'bagus', 'makan', 'enak', 'layan', 'prima', 'sigap', 'cekat', 'kalau', 'habis', 'selesai', 'makan', 'langsung', 'ambil', 'juga', 'ramah']"
"Untuk pelayanan cukup memuaskan. Kamar nyaman dan bersih.
Menu di restoran juga enak.","['layan', 'cukup', 'muas', 'kamar', 'nyaman', 'bersih', 'menu', 'restoran', 'enak']"
"Actually, that's a huge luxurious place!❤ Awalnya booking untuk menginap di ibis style, tapi karena ada high maintenance, di upgrade kamar di Grand Mercure!
Thanks a lot! that's amazing! 💙 …","['actually', 'that', 's', 'a', 'huge', 'luxurious', 'place', 'awal', 'booking', 'inap', 'ibis', 'style', 'karena', 'high', 'maintenance', 'upgrade', 'kamar', 'grand', 'mercure', 'thanks', 'a', 'lot', 'that', 's', 'amazing']"
Pelayananannya sangat baik dan terbantu oleh mbak Lena...,"['pelayananannya', 'sangat', 'baik', 'bantu', 'mbak', 'lena']"
Sarapan pagi beragam dan enak layanan atas nama Fifin sangat ramah dan baik,"['sarap', 'pagi', 'agam', 'enak', 'layan', 'atas', 'nama', 'fifin', 'sangat', 'ramah', 'baik']"
Saya suka dengan sarapan paginya enak dan layanan atas nama Fifin baik ramah anaknya cantik,"['suka', 'sarap', 'pagi', 'enak', 'layan', 'atas', 'nama', 'fifin', 'baik', 'ramah', 'anak', 'cantik']"
"Hotelnya nyaman, bersih, dan pelayanannya ramah. Lokasi strategis, dekat dengan pusat kota dan mudah ke mana-mana. Sarapannya enak dan variatif. Sangat puas menginap di Hotel Grand Mercure ini🏨☺️ …","['hotel', 'nyaman', 'bersih', 'layan', 'ramah', 'lokasi', 'strategis', 'dekat', 'pusat', 'kota', 'mudah', 'mana', 'mana', 'sarap', 'enak', 'variatif', 'sangat', 'puas', 'inap', 'hotel', 'grand', 'mercure']"
Tempat nyaman untuk menginap saat perjalanan bisnis/dinas. Makan pagi nya banyak dan enak. Pelayanannya sangat bagus. Rekomended!,"['tempat', 'nyaman', 'inap', 'jalan', 'bisnis', 'dinas', 'makan', 'pagi', 'banyak', 'enak', 'layan', 'sangat', 'bagus', 'rekomended']"
"Dari pelayanannua bagus.. stafnya ramah, sarapannya juga enak, kebersihan kamar juga bagus","['pelayanannua', 'bagus', 'staf', 'ramah', 'sarap', 'enak', 'bersih', 'kamar', 'bagus']"
"Kamarnya luas, bersih, dan nyaman meski interior bkn modern  ya..
Untuk breakfast menu tradisional nya enak dan banyak pilihan
Lokasi cukup strategis utk berkegiatan di dkt2 kota jogja","['kamar', 'luas', 'bersih', 'nyaman', 'meski', 'interior', 'bkn', 'modern', 'untuk', 'breakfast', 'menu', 'tradisional', 'enak', 'banyak', 'pilih', 'lokasi', 'cukup', 'strategis', 'untuk', 'giat', 'dkt', 'kota', 'jogja']"
"Hotelnya nyaman dan sarapannya jg banyak pilihan, pelayanan mba celsi sangat ramah","['hotel', 'nyaman', 'sarap', 'juga', 'banyak', 'pilih', 'layan', 'mba', 'celsi', 'sangat', 'ramah']"
"Kami menginap tepat saat long weekend selama 3 hari 2 malam, pengalaman saat cek in hari ini yg informasinya bisa di dapat dijam 3/4 (hotel umumnya info cek in di jam 2/3) kami dapatkan kunci hampir jam 7 malam. Sungguh pengalaman luar …","['inap', 'tepat', 'long', 'weekend', 'lama', 'hari', 'malam', 'alam', 'cek', 'in', 'hari', 'yang', 'informasi', 'jam', 'hotel', 'umum', 'info', 'cek', 'in', 'di', 'jam', 'dapat', 'kunci', 'hampir', 'jam', 'malam', 'sungguh', 'alam', 'luar']"
"Posisi hotel strategis, makanan enak dan bersih, pelayanan ramah dan baik.","['posisi', 'hotel', 'strategis', 'makan', 'enak', 'bersih', 'layan', 'ramah', 'baik']"
"Untuk Hotelnya menurut aku rekomen untuk acara pertemuan. Makanannya enak, tidak menemukan botol plastik untuk minuman, semua pake gelas kaca. Kamar hotel 600 san juga ada dan 2 bed. …","['hotel', 'aku', 'rekomen', 'acara', 'temu', 'makan', 'enak', 'temu', 'botol', 'plastik', 'minum', 'semua', 'pake', 'gelas', 'kaca', 'kamar', 'hotel', 'san', 'ada', 'bed']"
"Menu sarapan ok, ada beberapa fasilitas yang perlu diperbaiki antara lain penyediaan sabun dan air di toilet dekat ruang sewu agar diperbaiki, macet. Ruang kamar bau bekas rokok, sangat mengganggu agar bisa dibersihkan dr sisa asap rokok yang mengendap","['menu', 'sarap', 'ada', 'beberapa', 'fasilitas', 'perlu', 'baik', 'lain', 'sedia', 'sabun', 'air', 'toilet', 'dekat', 'ruang', 'sewu', 'baik', 'macet', 'ruang', 'kamar', 'bau', 'bekas', 'rokok', 'sangat', 'ganggu', 'bisa', 'bersih', 'dr', 'sisa', 'asap', 'rokok', 'endap']"
Kemarin saya komplain soal rasa makanan desert dihotel ini karna pudingnya ga manis vlanya tawar ga ada rasa trus sy komplain sama waiternya bernama devita supaya vlanya manis Alhamdulillah HR ini sy breakfast sy cobain lagi pudingnya udh …,"['kemarin', 'komplain', 'soal', 'rasa', 'makan', 'desert', 'hotel', 'karna', 'puding', 'tidak', 'manis', 'vla', 'tawar', 'tidak', 'rasa', 'trus', 'saya', 'komplain', 'sama', 'waiternya', 'nama', 'devita', 'vla', 'manis', 'alhamdulillah', 'hr', 'saya', 'breakfast', 'saya', 'cobain', 'puding', 'sudah']"
"Kamar bersih dan rapi, pelayanan Oke, resto juga Oke 👍👍👍👍👍 …","['kamar', 'bersih', 'rapi', 'layan', 'oke', 'resto', 'oke']"
"Pengalaman kedua menginap disini karena memang ada acara dari kantor.
Pengalaman pertama dulu (mgkin sekitar 3 atau 4 tahun lalu) entah kenapa saya gak terlalu noticed sama kondisi sekitar hotel😄 …","['alam', 'dua', 'inap', 'sini', 'memang', 'acara', 'kantor', 'alam', 'pertama', 'dulu', 'mgkin', 'atau', 'tahun', 'lalu', 'entah', 'saya', 'gak', 'terlalu', 'noticed', 'sama', 'kondisi', 'hotel']"
Mudah dijangkau dan byk fasilitas umum. Layanan bgs.,"['mudah', 'jangkau', 'byk', 'fasilitas', 'umum', 'layan', 'bgs']"
"Makanan enak, kamar bagus, bersih, layanan memuaskan.. 👍👍👍 …","['makan', 'enak', 'kamar', 'bagus', 'bersih', 'layan', 'muas']"
"Di sini Kamarnya  nyaman ..jadi bisa tidur nyenyak ,  sarapan pagi sungguh luar biasa ..menunya ..komplit - plit..  semua ada ,  thank you Grand mercure","['sini', 'kamar', 'nyaman', 'jadi', 'tidur', 'nyenyak', 'sarap', 'pagi', 'sungguh', 'luar', 'biasa', 'menu', 'komplit', 'plit', 'semua', 'thank', 'you', 'grand', 'mercure']"
Nyaman & strategis letaknya,"['nyaman', 'strategis', 'letak']"
"hotel yang good best ,apalgii pelayanannya dan staff nya selalu ramah dalam menangani the besty","['hotel', 'good', 'best', 'apalgii', 'layan', 'staff', 'selalu', 'ramah', 'tangan', 'the', 'besty']"
makanannya enak tempat bersih pelayanannya juga baguusss,"['makan', 'enak', 'tempat', 'bersih', 'layan', 'baguusss']"
"Hotel yang nyaman di Yogya, Makanannya enak, variatif, kopinya banyak pilihan, kamar nya bersih, staff nya ramah2 di area restaurant, Security nya sangat membantu di basement dan ramah, terima kasih Chef Bambang yang sangat ramah dan baik, terima kasih Grand Mercure Yogya","['hotel', 'nyaman', 'yogya', 'makan', 'enak', 'variatif', 'kopi', 'banyak', 'pilih', 'kamar', 'bersih', 'staff', 'ramah', 'area', 'restaurant', 'security', 'sangat', 'bantu', 'basement', 'ramah', 'terima', 'kasih', 'chef', 'bambang', 'sangat', 'ramah', 'baik', 'terima', 'kasih', 'grand', 'mercure', 'yogya']"
"Sarapan paling bagus...
Banyak pilihan
Devita pelayanan bagus...","['sarap', 'paling', 'bagus', 'banyak', 'pilih', 'devita', 'layan', 'bagus']"
Untuk sarapan pagi sangat puas trimakasih,"['sarap', 'pagi', 'sangat', 'puas', 'trimakasih']"
"Suite room upgrade kamar
Dapat free compliment pula
Lokasi lumayan dekat dgn St tugu. Mau makan sederhana juga tinggal nyebrang. Oke deh","['suite', 'room', 'upgrade', 'kamar', 'free', 'compliment', 'lokasi', 'lumayan', 'dekat', 'dengan', 'st', 'tugu', 'mau', 'makan', 'sederhana', 'tinggal', 'nyebrang', 'oke']"
"Breakfast nya cukup lengkap dengan rasa yang pas dan nikmat , beraneka makanan lokal & minuman tersedia, pelayanan dibantu oleh mba Lena","['breakfast', 'cukup', 'lengkap', 'rasa', 'pas', 'nikmat', 'aneka', 'makan', 'lokal', 'minum', 'sedia', 'layan', 'bantu', 'mba', 'lena']"
"Di jalan utama Adi Sutjipto, sebelah kiri sebelum masuk kota Yogya.
.
Hotel bintang pastinya, dengan std layanan accor group. …","['jalan', 'utama', 'adi', 'sutjipto', 'belah', 'kiri', 'masuk', 'kota', 'yogya', 'hotel', 'bintang', 'pasti', 'std', 'layan', 'accor', 'group']"
"Pelayanannya sangat memuaskan bawa baby tanpa ribet dibantu dengan sigap oleh para weters yg baik2, makanannya banyak pilihan dan enak2... Liburan jadi tambah menyenangkan,. Terimakasih grandmercure untuk kesan terbaiknya selama di jogya.","['layan', 'sangat', 'muas', 'bawa', 'baby', 'ribet', 'bantu', 'sigap', 'para', 'weters', 'yang', 'baik', 'makan', 'banyak', 'pilih', 'enak', 'libur', 'jadi', 'tambah', 'senang', 'terimakasih', 'grandmercure', 'kesan', 'baik', 'lama', 'jogya']"
Mohon di diberitahu kembali untuk resepsionisnya agar tidak Lelet dan lebih gesit pelayanannya ... 1 customer bisa melayani 10 menitan.. sibuk klik klik komputer entah yang diklik apa.. sementara itu ada customer yang pembayaran qris gagal ternyata diulang2 terus sampai lama.. untuk layanan kamar bersih dan luas..,"['mohon', 'diberitahu', 'resepsionis', 'tidak', 'lelet', 'lebih', 'gesit', 'layan', 'customer', 'layan', 'menit', 'sibuk', 'klik', 'klik', 'komputer', 'entah', 'klik', 'apa', 'itu', 'customer', 'bayar', 'qris', 'gagal', 'nyata', 'ulang', 'terus', 'lama', 'untuk', 'layan', 'kamar', 'bersih', 'luas']"
"Sarapan enak, pelayanan Silvia ramah dan menyenangkan","['sarap', 'enak', 'layan', 'silvia', 'ramah', 'senang']"
Makanan.paginya lengkap dan berkelas untuk restaurant nya bersih dan untuk pelayanan semua staff ramah dan murah senyum,"['makan', 'pagi', 'lengkap', 'kelas', 'restaurant', 'bersih', 'untuk', 'layan', 'semua', 'staff', 'ramah', 'murah', 'senyum']"
Hotelnya nyaman makananya oke pelayananya baik sangat membantu tamu,"['hotel', 'nyaman', 'makananya', 'oke', 'pelayananya', 'baik', 'sangat', 'bantu', 'tamu']"
"Bagus sarapan memuaskan, semua tersedia.","['bagus', 'sarap', 'muas', 'semua', 'sedia']"
"Pelayanan di hotel Grand Mercure sangat memuaskan..
Variasi menu makan cukup lengkap dan banyak.
Rasa makanan tidak ada yg mengecewakan. …","['layan', 'hotel', 'grand', 'mercure', 'sangat', 'muas', 'variasi', 'menu', 'makan', 'cukup', 'lengkap', 'banyak', 'rasa', 'makan', 'ada', 'yang', 'kecewa']"
Menginap di hotel ini nyaman n pelayanan nya bagus,"['inap', 'hotel', 'nyaman', 'n', 'layan', 'bagus']"
"Sarapan nya enak agak berbeda atau unik dengan hotel yang saya pernah kunjungin dj jogja, di bantu oleh training lena","['sarap', 'enak', 'beda', 'unik', 'hotel', 'saya', 'pernah', 'kunjungin', 'dj', 'jogja', 'bantu', 'training', 'lena']"
"Untuk pelayanan atas nama mba thania cukup memuaskan, ramah , dan murah senyum . Terimakasih","['layan', 'atas', 'nama', 'mba', 'thania', 'cukup', 'muas', 'ramah', 'murah', 'senyum', 'terimakasih']"
Pelayanan Mba fifin Mantul,"['layan', 'mba', 'fifin', 'mantul']"
"Pengalaman yang menyenangkan bisa menginap di sini.
Untuk pelayanan kak Meirizka cukup informatif.","['alam', 'senang', 'inap', 'sini', 'layan', 'kak', 'meirizka', 'cukup', 'informatif']"
"Kamar luas, Ac sangat dingin, kamar mandi luas ada bathup anak jadi senang berenang dibathup. Sarapan enak dan bervariasi.","['kamar', 'luas', 'ac', 'sangat', 'dingin', 'kamar', 'mandi', 'luas', 'bathup', 'anak', 'jadi', 'senang', 'renang', 'dibathup', 'sarap', 'enak', 'variasi']"
"Pelayanan staff nya ramah, kamar nya juga bersih dan wangi","['layan', 'staff', 'ramah', 'kamar', 'bersih', 'wangi']"
"kamarnya baguss dan keren, pelayanannya juga memuaskan. apalgi dekat dengan malioboro, mall. kren deh hotelnya, menginap di sini ga bakal bikin rugi","['kamar', 'baguss', 'keren', 'layan', 'muas', 'apalgi', 'dekat', 'malioboro', 'mall', 'kren', 'hotel', 'inap', 'sini', 'tidak', 'bakal', 'bikin', 'rugi']"
Begitu masuk loby hotel disambut patung loro blonyo & interior khas Jogja....sampai interior kamar kental juga nuansa Budaya Jawa. Suka sama lampu bentuk stupa Borobudur ❤️ …,"['masuk', 'loby', 'hotel', 'sambut', 'patung', 'loro', 'blonyo', 'interior', 'khas', 'jogja', 'interior', 'kamar', 'kental', 'nuansa', 'budaya', 'jawa', 'suka', 'sama', 'lampu', 'bentuk', 'stupa', 'borobudur']"
"breakfast nya enak dan mantap, yang paling favorit itu soto tangkar nya… kamar nya juga bersih dan rapi.. orang2 nya juga ramah… recommend 👍🏻👍🏻👍🏻 …","['breakfast', 'enak', 'mantap', 'paling', 'favorit', 'soto', 'tangkar', 'kamar', 'bersih', 'rapi', 'orang', 'ramah', 'recommend']"
little bit sad karena dapat kamar yg tidak mengarah ke balkon tapi over all suka pilihan breakfast nya banyak bgt,"['little', 'bit', 'sad', 'dapat', 'kamar', 'yang', 'arah', 'balkon', 'over', 'all', 'suka', 'pilih', 'breakfast', 'banyak', 'sangat']"
"event dan menginap di grand mercure pengalaman pertama buat saya, ruang meeting nya bersih, hotelnya unik banyak motif candinya. kamarnya nyaman buat istirahat. seharian meeting di ruangan nyaman dan recomended banget ini hotel. thanks","['event', 'inap', 'grand', 'mercure', 'alam', 'pertama', 'buat', 'ruang', 'meeting', 'bersih', 'hotel', 'unik', 'banyak', 'motif', 'candi', 'kamar', 'nyaman', 'buat', 'istirahat', 'hari', 'meeting', 'ruang', 'nyaman', 'recomended', 'banget', 'hotel', 'thanks']"
"Masukannya
1. Dikamar ditambahkan lampu yg lebih terang untuk dikamar mau makeup dll susah …","['masuk', 'kamar', 'tambah', 'lampu', 'yang', 'lebih', 'terang', 'kamar', 'mau', 'makeup', 'susah']"
"Beberapa kali nginep disini, secara umum memuaskan, room bersih, makanan lumayan enak, pelayanan memuaskan, cuman minum di room sedikit semoga ada solusi penambahan air minum.nya","['beberapa', 'kali', 'nginep', 'sini', 'umum', 'muas', 'room', 'bersih', 'makan', 'lumayan', 'enak', 'layan', 'muas', 'cuman', 'minum', 'room', 'sedikit', 'moga', 'solusi', 'tambah', 'air', 'minum']"
"Breakfastnya enak pol, kamarnya bersih dan wangi. Menurut aku, Aroma wangi lobby Grand Mercure emang beda sama hotel hotel lain dan itu enak banget. Body lotionnya mahal banget wanginya !!! Good!!","['breakfastnya', 'enak', 'pol', 'kamar', 'bersih', 'wangi', 'aku', 'aroma', 'wangi', 'lobby', 'grand', 'mercure', 'emang', 'beda', 'sama', 'hotel', 'hotel', 'dan', 'enak', 'banget', 'body', 'lotionnya', 'mahal', 'banget', 'wangi', 'good']"
"Ruangannya bersih, call ke resepsionisnya sangat tanggap walau malam

Breakfastnya lengkap, enak. Dari saladnya segar dan semuanya masih hangat. Pelayanannya tanggap, terutama Mba Silvia. Sangat oke, recommended","['ruang', 'bersih', 'call', 'resepsionis', 'sangat', 'tanggap', 'malam', 'breakfastnya', 'lengkap', 'enak', 'saladnya', 'segar', 'semua', 'hangat', 'layan', 'tanggap', 'utama', 'mba', 'silvia', 'sangat', 'oke', 'recommended']"
"Lokasi hotel strategis. Beberapa kali diundang acara di hotel ini, sempat beberapa kali juga memilih hotel mercure untuk acara hasilnya selalu memuaskan pelayanan baik didukung dengan staf yang ramah. Terima kasih Grand Mercure Yogyakarta","['lokasi', 'hotel', 'strategis', 'beberapa', 'kali', 'undang', 'acara', 'hotel', 'sempat', 'beberapa', 'kali', 'pilih', 'hotel', 'mercure', 'acara', 'hasil', 'selalu', 'muas', 'layan', 'baik', 'dukung', 'staf', 'ramah', 'terima', 'kasih', 'grand', 'mercure', 'yogyakarta']"
"Untuk breakfast Nasi gudegnya kurang, dan ayam tepung tulangnya masih merah, untuk yg lainnya lumayan","['breakfast', 'nasi', 'gudeg', 'kurang', 'ayam', 'tepung', 'tulang', 'merah', 'yang', 'lain', 'lumayan']"
"Hotel nyaman posisi ada di tengah kota, petugas ramah dan cepat dalam memberikan layanan, dari segi makanan menurut saya enakdan banyak aneka ragam jajanannya dan jajanan yg saya anggap ndak ada lagi tetnyata ada, silahkan dicoba terima kasih.","['hotel', 'nyaman', 'posisi', 'di', 'tengah', 'kota', 'tugas', 'ramah', 'cepat', 'beri', 'layan', 'segi', 'makan', 'enakdan', 'banyak', 'aneka', 'ragam', 'jajan', 'jajan', 'yang', 'saya', 'anggap', 'ndak', 'lagi', 'tetnyata', 'silah', 'coba', 'terima', 'kasih']"
"Alhamdulillah nyaman menginap disini, Kamar bersih, pelayanan ramah.🥰Trimakasih atas pelayanan yg diberikan.. insyaAllah next ksini lg..
😍 …","['alhamdulillah', 'nyaman', 'inap', 'sini', 'kamar', 'bersih', 'layan', 'ramah', 'trimakasih', 'atas', 'layan', 'yang', 'beri', 'insyaallah', 'next', 'ksini', 'lg']"
"Hotelnya bagus, kamarnya bagus dan breakfastnya enak dan cukup lengkap. Lokasinya juga strategis. Overall bagus, namun, sy punya pengalaman kurang puas untuk layanan kamarnya. Saya dan teman sy, ketinggalan beberapa barang di kamar mandi …","['hotel', 'bagus', 'kamar', 'bagus', 'breakfastnya', 'enak', 'cukup', 'lengkap', 'lokasi', 'strategis', 'overall', 'bagus', 'saya', 'punya', 'alam', 'kurang', 'puas', 'layan', 'kamar', 'dan', 'teman', 'saya', 'tinggal', 'beberapa', 'barang', 'kamar', 'mandi']"
"Pelayanan baik, kamar bersih dan bagus, akses kemana saja sangat mudah, sistem keamanan baik,
Cuma ada bbrp security yg mandang rendah krn kami naik motor, saat disapa malah diam saja dan mandang curiga hahaha...gini amat yak 😅🤦🏻 harus bawa mobil kl pengen dihormati. …","['layan', 'baik', 'kamar', 'bersih', 'bagus', 'akses', 'sangat', 'mudah', 'sistem', 'aman', 'baik', 'cuma', 'bbrp', 'security', 'yang', 'mandang', 'rendah', 'krn', 'naik', 'motor', 'sapa', 'malah', 'diam', 'saja', 'dan', 'mandang', 'curiga', 'hahaha', 'gin', 'yak', 'bawa', 'mobil', 'kalau', 'ken', 'hormat']"
"Hotel ini bagus dari berbagai sisi, mulai dari layanan kamar, makanan, lokasi mudah dijangkau.","['hotel', 'bagus', 'bagai', 'sisi', 'mulai', 'layan', 'kamar', 'makan', 'lokasi', 'mudah', 'jangkau']"
"Pelayanan disini sangat bagus, dan breakfast nya pun enak2 dan orang2 nya juga pada ramah.","['layan', 'sini', 'sangat', 'bagus', 'breakfast', 'enak', 'orang', 'pada', 'ramah']"
"Pelayanan hotel sangat bagus, makanan enak dan variasinya banyak. Kamar bagus dan lega, fasilitas lengkap.
Overall memuaskan.","['layan', 'hotel', 'sangat', 'bagus', 'makan', 'enak', 'variasi', 'banyak', 'kamar', 'bagus', 'lega', 'fasilitas', 'lengkap', 'overall', 'muas']"
"Pelayanan nya ramah, sesuai dengan kota nya. Ademmmm... Saya senang dan berharap bisa ke sini lagi. Fasilitas hotel sangat lengkap. Terima kasih","['layan', 'ramah', 'sesuai', 'kota', 'ademmmm', 'senang', 'harap', 'ke', 'sini', 'fasilitas', 'hotel', 'sangat', 'lengkap', 'terima', 'kasih']"
"Pelayanannya ramah, fasilitasnya juga oke, menu sarapannya lengkap, enak, dan fresh juga. top deh pokoknya.","['layan', 'ramah', 'fasilitas', 'oke', 'menu', 'sarap', 'lengkap', 'enak', 'fresh', 'top', 'pokok']"
"Pelayanan, fasilitas dan menu makanan sangat memuaskan...rekomended untuk jadi tempat menginap baik tugas kantor atau bersama keluarga.","['layan', 'fasilitas', 'menu', 'makan', 'sangat', 'muas', 'rekomended', 'jadi', 'tempat', 'inap', 'baik', 'tugas', 'kantor', 'sama', 'keluarga']"
"Staff ramah, kamar luas & nyaman, makanan di restonya enak.","['staff', 'ramah', 'kamar', 'luas', 'nyaman', 'makan', 'restonya', 'enak']"
"Hotel bagus, lokasi sedikit jauh dari malioboro dan keraton yang jadi ikon kota Yogyakarta. Namun, transportasi ke malioboro dan sekitarnya tidak menjadi masalah karena banyak pilihan dan tidak mahal. Kamar nyaman, air panas utk mandi …","['hotel', 'bagus', 'lokasi', 'sedikit', 'jauh', 'malioboro', 'keraton', 'jadi', 'ikon', 'kota', 'yogyakarta', 'transportasi', 'malioboro', 'sekitar', 'jadi', 'masalah', 'banyak', 'pilih', 'tidak', 'mahal', 'kamar', 'nyaman', 'air', 'panas', 'untuk', 'mandi']"
Sarapan pagi sangat enak layanan fifin sangat baik dan ramah,"['sarap', 'pagi', 'sangat', 'enak', 'layan', 'fifin', 'sangat', 'baik', 'ramah']"
"Pelatanan di sini sangat luarbiasa…staf nya ramah-ramah… makanannya enak, kamarnya bersih…😍😍😍 …","['pelatanan', 'sini', 'sangat', 'luarbiasa', 'staf', 'ramah', 'ramah', 'makan', 'enak', 'kamar', 'bersih']"
