Label,Casefold
,terimakasih atas pelayanan yang memuaskan selama menginap hari disini diluar ekspektasi bisa request pas jam sahur padahal bukan bulan ramadhan juga menu take away juga diluar ekspektasi lengkap enak enak dan banyak terimakasih banyak semoga terus dipertahankan
,menu sarapannya variatif jajan pasar nya enak kamar nyaman bersih
,anak happy sekali menginap d grandmercure pelayanan nya juga good banget terimkasih kaka nur jg sudah sangat ramah
,untuk makanan lumayan enak untuk kamar bersih pelayanan oke
,menginap malam di sini cukup nyaman lokasi di dekat pusat kota dan twraedia banyak fasikitas publik di sekitar hotel untuk fasilitas hotel lengkap terutama tersedia kolam renang bagi anak anak dan tempat makan terbuka yang nyaman
,sarapan paginya enak banyak pilihan twmpatnya bersih karyawan ramah pokoknya puas dehhh
,pelayan memuaskan breakfast sangat beragam dan enak kamar bersih dan nyaman
negatif,d saat ramai lift mati hanya yang nyala dan menjadi numpuk d lobby nunggu lift sangat lama amanitis kamar nya minta tolong d cek lagi kalau cutton bud jangan yg tipis dan
,pelayanannya cukup baik makanannya enak varian makananya banyak
,tempat yang enak banget buat menginap kamar bagus dan lengkap interior dan eksterior hotel juga keren banget next biztrip disini lagi lah pastinya
,sarapannya enak dan pelayanaannnya baik terutama mba silvia ramah dan sopan
,proses ci cepat dan bisa early ci khusus untuk member all accor letak strategis dekat dg kota dan ada mall yg dekat
,hotelnya nyaman fasilitas lengkap lokasinya oke banget dan strategis deket darimana untuk kamar luas bersih staff juga super ramah dan helpful pokonya pelayanannya mantap cocok dan worth it banget buat yg mau liburan atau business trip
,untuk kamarnya bersih nyaman dan dingin lokasi sangat strategis dijalan utama untuk sarapan menunya sangat beragam dan cocok dilidah
,salah satu hotel yang bisa menjadi pilihan di jogya dekat dengan ugm
positif,rekomendasi untuk yang mau stay di jogja interiornya menyesuaikan kota jogja lobby mewah makanan banyak variasinya pelayanan baik ramah kolam renang besar lokasinya strategis saya menginap di room suite nya dan request honeymoon saat dtg sudah ada kue dan kamar sudah berhias ala honeymoon untuk roomnya
,tempatnya nyaman banget pelayanan ramah kamar bersih makanan enak lokasinya strategis deket ke spot wisata cocok buat nginep santai
,pelayanan baik makanan enak kamar bagus
,tempat dan pelayanan disini sangat bagus hotelnya nyaman dan sarapannya enak apalagi dibantuin sama anak training yg namanya lena cukup membantu sya
,mba chelsi baikk pwooll mau sabar ngefotinn wkwk overall makanan enak sii temat juga good
negatif,lampu di kamar kurang terang buah kurang bagus kualitasnya rasanya tifak fresh krn disimpan di kulkas sdh dlm kondisi dipotong semangkanya lembek dan ada rasa aneh kemungkinan dr
,pelayanan nya mantap ramah dam nyaman sekali hotel top se indonesia
,makanan enak bervariasi pelayanan nya ok banget kamarnya nyaman staff nya ramah apalagi mba devita sangat ramah dan cantik
netral,sy stay n bersama anak saya pagi ini feb breakfast di cafe dan ada charge penambahan anak sy usia th sy tdk tau kriteria apa utk tamu yg ditawari kopi teh dan tidak namun sy lihat
,kamar cukup nyaman breakfast oke terutama menu tradisional seperti gudek dan petugas di resto ramah dan helpful semua thank you
,hotel nyaman pelayanan baik makanan enak dan banyak pilihan lokasi dekat kemana
,untuk kamar nya cukup nyaman pelayanan juga oke banget untuk sarapan juga banyak varian nya enak juga lokasi pun cukup strategis mudah buat cari kebutuhan
,untuk sarapan paginya sangat enak dan memuaskan dan layanan atas nama fifin sangat memuaskan
,sangat senang karena lokasi strategis lingkungan bersih makanan enak dan yg luar biasa pelayanan yg cepat sangat ramah dan sangat menghormati tamu
negatif,menunya variasi dan enak tapi air minum dikamar terbatas hanya botol kaca ukuran sgt kecil resepsionisnya kurang beretika
,kamar cukup luas bisa untuk penambahan extra bed menu sarapan cukup bervariatif banyak pilihan
,makanan di resto purple enak dan pelayanan sangat memuaskan masukan nambah menu yang bermacam tapi semuanya makanan enak thanks for service
netral,tempat strategis makanan lengkap dan enak kamar saya dapat di lantai smoking tp staff melayani dg sangat baik hanya saja air shower kurang kenceng
,makanan hotel grand mercure sangat enak dan pelayanan nya sangat ramah
,layanannya memuaskan makanan enak kamar nyaman
,tempat nyaman menu makannya enak pelayanan ramah dgn mbak salma
,lokasi yang sangat strategis mudah kemana kamarnya bersih dan nyaman makanannya enak mohon untuk dipertahankan
,terima kasih menu sarapan variatif pelaynan nona rita oke di restorannlt terima kasih
negatif,kamarnya nyaman dan cukuo luas untuk berdua cuma fasilitas wifinya kurang bagus selama acara dan di kamar saya menggunakan tethering paket data pribadi pancuran di kamar mandi tidak mulus kalau mandi malam air panasnya harus nunggu
,pelayanan kamar nyaman staff melayani dengan baik dan senyum ramah terutama staff lena lokasi juga terjangkau will be back again soon
,kwalitas makan bagus danmoelayanan enak bagus suasana bagus terima kasih ke pada mbak manis untuk pelayananya tks
,hotel berada di pusat kota mudah di jangkau transport dan pelayanan cepat dan ramah variasi makanan di restoran banyak dan rasanya enak untuk kamar ada bebarapa barang yg sebaiknya di ganti secara berkala seperti tirai kamar mandi yg
netral,pelayanan kamar baik dan bersih tapi kalau bisa ditingkatkan lagi body wash dipisah dengan hair wash water heaternya berfungsi dengan baik ini penting kasurnya lengkap dengan bantal guling is a plus one for me perlengkapan mandi lengkap makanan di resto oke tapi standar saja dan kurang banyak pilihan
,makanan enak pelayanan enak all good
,bukber disini enak untuk harga yang murah ada kambing gulingnya menu lengkap
,rasa sarapan nya lengkap dan variatif pelayanan di bantu mbak lena
,menu makanan bervariasi dan rasanya enak
,pelayanan restoran sangat baik dan ramah makanannya juga enak khususnya menu khas tradisional jajanan lainnya juga enak
,view sangat bagus ke arah gn merapi merbabu sering nampak indah dari resto purple dr lt hotel interior bagus dg banyak hiasan borobudur yg memecahkan rekor muri
,hotel ditengah kota kamar nyaman layanan bagus sarapan oke banget terimakasih mbak tania
,hotel yang menjadi pilihan jika ke jogja menu sarapan enak dan variasi nya banyak cozy place dan mantap
,sarapannya enak bervariasi kamar luas n bersih
,alamat hotel strategis tepat dengan kota dan mall kamar nyaman pelayanan cukup ramah makanannya juga enak enak
,bagus sekali pelayanannya sangat baik dan ramah dan hotelnya baguss dan nyaman
,puas dengan layanan hotel dan tempatua yang cukup strategis untuk makanan dan minuman cocok untuk lidah lokal
,tmpatnya nyaman strategis juga karena di pusat kota betah disini gamau cepet pulang hihiii
,makanan enak pelayanan baik overall
netral,letaknya sangat strategis dekat dg stasiun bandara lama dan pusat aktivitas kelebihan kamarnya bersih nyaman dg bantal dan guling yg banyak kekurangannya tdk ada hair dryer dan channel tv tdk bersih anggap saja tdk ada tv pelayanan
,kamarnya nyaman bersih wangi kamar mandi juga oke walau kipas exhaust nya gak ada cuman bolongan nya doang service makan juga memuaskan mushola nya juga besar bersih dan wangi
,kamar nya bersih dan lumayan luas makananya enak pelayanan cepat recommended lah
,saya punya harapan besar dengan hotel ini kamar yg saya pilih pun di atas rata rata view gunung saya pesan via ag a waktu sampai di hotel kaget karena ada rombongan karyawan kantor yg akan rapat
,pelayanan sangat ramah interior sangat bagus dan musholla nya luas
,lokasi strategis kamar nyaman banyak banget pajangan borobudur dari dimensi sampe dimensi mulai dari lobby sampe di kamar hotel
,sarapan pagi dengan menu yang lengkap cita rasa terbaik dibantu dengan layanan training mb lena
,sarapan dan break fast bagus serta memuaskan dan pelayanan ramah dari mba lena
,menu lunch makanan baik luar biasa pelayanan sangat baik
netral,untuk menu makanannya cukup variatif hanya saja beberapa makanan sedikit asin dan sajiannya sedikit kurang tertata semoga kedepannya grand mercure bisa improve untuk semuanya
,breakfastnya beragam sekali rasanya juga enak terus kamar kami ada balkonnya lebih baik kalau disiapkan kursi untuk duduk duduk
,hotel yang menyenangkan dengan breakfast nya yang enak anak suka
,pelayanan yg baik dan profesional banyak pilihan makanan
,breakfast enak kamar bagus
,grand mercure yogyakarta adi sucipto terletak strategis di pusat kota dekat bandara adisutjipto malioboro dan plaza ambarukmo hotel ini mudah diakses dengan transportasi umum maupun pribadi lingkungannya dikelilingi berbagai pilihan
,sangat baik pelayanannya work it sihh kalau untuk bukber bersama keluarga
,kamarnya nyaman dan bersih cocok banged buat kalian yang jalan jalan ke jogja makanannya juga enakk
,hotel bintang yang memiliki desain stylish dan elegan dan letaknya strategis di jalan adi sucipto sleman ini memiliki gedung lantai dan menyediakan kamar mulai dari king hingga standar room
,penyajian sangat bersih dan nyaman
,pengalaman menginap malam yang menyenangkan sarapan dan makanan di restaurant enak enak
,kamarnya nyaman dan desainnya bagus artsy bgt
,lokasi nya strategis dan terjangkau kamarnya bersih dan rapih sarapan dan makan malam enak dan cukup beragam
,sangat ramah pelayanan kamar bersih sarapan variatif dan enak enak sekali pastinya tempat nya nyaman
,kamar disini sangat nyaman dan untuk sarapannya bermacam macam dan enak semua
,sarapan pagi ini sangat puas di bantu oleh training a n lena
,lokasi strategis makanan enak staff sangat ramah
,sdh kedua kalinya nginep sini kamar bersih breakfast enak banyak macamnya kolam renang oke byk spot foto dgn background classic recommended
,so far selalu puas sama pelayanan dan menu breakfast di setiap grand mercure yg pernah saya inapi hanya saja ada beberapa makanan yang saya rasa agak keras dan untuk kamarnya saya dapat yang area smoking jadi asapnya seperti masuk ke dalam kamar
,recommended banget deh ngak salah pilih hotel pokoknya josss tempatnya nyaman tenang bersih rapi lain waktu pasti kesini lagi
,menu breakfast yang beragam dengan cita rasa indonesia yang khas cocok untuk berlibur
,untuk menu makanan nya sangat lengkap
,pelayanan baik dan cukup ramah atas nama mba lena
,hotel terbaikkk kamarnya nyaman pelayanannya bagus makanannya enak dan juga fasilitas lengkap top deh
,pelayanan baik dan breakfast enak
,makanan nyaa sangatt enak sekalii trus juga resto nya bersih dann baguuus kereennn
,kolam renangnya bersih dan luas cukuplah utk anak berenang waktu kesana pas sepi jadinya seperti punya private pool yang paling berkesan dan servicenya paling top pada saat moment ipad yg dibawa
,menginap di sini sejenak lupa kalau sedang berada di yogyakarta suasana yang tenang nyaman kolam renang asri dan paling penting adalah kamar yang enak buat istirahat selepas kerja
,pelayanannya ramah rapi menjelaskannya nyaman sampai tdk bingung mencari tmpt acara mkannya enak fresh
,keramahan staff jadi juara helpfull banget dan full senyum yang luar biasa ikhlas meeting disini nyaman ruangannya f bnya mantapppppp lokasinya premium karena pas banget deket sama lippo plaza deket juga sama rs siloam ga jauh dari tugu malioboro mantappp
,bagus nyaman dan menyenangkan sarapannya enak banget sesuai selera
,pelayanan ramah nyaman tengah kota menunya enak bersih estetik puas pokoknya nginep disini
,kamar memadai ragam pilihan sarapan layak dan baik pelayanan staf ramah
,tempatnya nyaman bersih pelayanannya baik pemandangan nya indah karyawannya ramah makanannya pun sangat enak bakal balik kesini lagi puas banget
,untuk menu dinner sangat beragam makanan cenderung manis namun ada condiment lain untuk mengurangi rasa manis overall good servis
,kamar nya bersih rapih ga terlalu besar tapi nyaman pelayanannya ramah dari resepsionis sampai yg di ruang makan dan tempat rapat lokasinya stategis dekat stasiun dan dekat mall suasananya enak ga berisik
negatif,makanan enak dan sangat beragam indonesian termasuk cappuccino dan minuman tradisional untuk infrastruktur agak tua lift berbunyi tapi yang cukup mengganggu adalah kulkas dikamar juga berbunyi seperti bunyi jangkrik malam hari
,letak hotel sangat strategis dekat mall pelayanan nya sangat baik suasana nya homy
,kamar nya bagus bangett view pool juga bagus makanan di restoran nya juga enak enak banyakk macamm pokoknyaa juaraa deh
,tempat yang strategis hotelnya bersih dan pelayanan yang sangat memuaskan crew yang namanya ririn sangat ramah dan ringan tangan untuk membantu
,lokasinya strategis dekat dengan bandara makanannya enak fasilitas yang tersedia sangat lengkap
,terimakasih banyak accord booking di ibis dapet free upgrade di mercure menu sarapan yang lengkap enak dan memuaskan kamar yang bersih dan nyaman
,pas mau kasi review nggk sengaja baca review org lain yg ada kendala dan masalah dengan kamar makanan proses check in dll saya sendiri pertama kali ke jogja karna ada tugas dinas
,pelayanan bagus makananya enak kamar bersih dan letaknya dekat sama kota dan mall
,cukup berkesan menginap disini pelayanan bagus dan ramah kamar bersih makanan enak cocok untuk liburan keluarga
,hotelnya nyaman bersih pelayanan ramah dan makanannya enak enak hari malam disini selalu dapat makanan yang enak dan beraneka ragam
,tempat sangat nyaman pelayanan baik akses untuk ke berbagai lokasi juga cukup mudah
,mantapp kamarnya keren bangett
,makanan baik enak mbak intan sangat baik melayani setulus hati sehat selalu mbk intan
netral,sarapan pagi banyak variasi dan cocok rasa serta aromanya hanya kedepan kalau boleh kamar siapin juga sabun batang karena gak semua familier dengan gel soap
,pengalaman menginap sehari semlm di grand mercure yogyakarta overall bagus kamar bersih sarapan juga enak dan lengkap
,pelayanan ramah and friendly kamarnya rapih dan bersih makanannya enak dan ber fariasi terima kasih untuk mba desy atas pelayanannya yg ramah
,pelayanan bagus kamar nyaman
negatif,tadi sempat ada masalah dgn pemindahan kamar basically krn info dr panitia kurang maksimal tp saya merasa dr pihak hotel juga agak kurang maksimal dlm assisting their guests
,pelayanan mba amanda bagus dan sangat ramah makanan enak banyak macamnya sangat variatif
,pelayanan ramah ramah devita
,breakfeast di grand mercure jogja makanannya g ada yang mengecewakan jempol delapan semua terutama utk training mbak lena sangat membantu terima kasih
,hotelnya authentic rapih bersih dan terawat pelayanan juga ramah dan cepat tanggap pengalaman yg menyenangkan tinggal disini
,bed nya rapi empuk bgt jadi pengen rebahan terus kamarnya juga nyaman bathroom nya simple tapi wangi dan jgn kuatir ada peralatan mandi lengkap jadi gak kawatir klo lagi ada perjalanan bisnis
positif,kamarnya luas bed nya ada yang ukuran besar jadi bisa buat ber sama anak makanannya enak semoga bisa kembali suatu hari nanti
,terimakasih kasih atas pelayanannya sarapan yang luar biasa dan terimakasih atas pelayanan saudari lena
,hotel mendukung masalah lingkungan dengan tidak menyajikan air kemasan botol plastik hotelnya cantik dengan ornamen candi kamar bagus ada welcome fruit yang cukup banyak makanan biasa sih menyajikan banyak menu tradisional snack acara rapatnya enak dan cukup generous amenities nya juga lengkap
,pelayanannya baik dan makanannya enak
,penginapan yg sangat nyaman bersih dan apapun yg kita butuh kan akan di usahakan pelayanannya bagus ramah
,hotel bersih fasilitas lengkap pelayanan juga ramah ditambah letak nya yg strategis juga jadi poin plus
negatif,toilet bau kaya gak pernah dibersihin pintu gak bisa ditutup air gak keluar
,kamarnya bersih dan nyaman enak untuk tidur kamar mandi nya juga lengkap dengan beberapa hal serta bersih servisnya sangat ramah dan baik lokasi nya juga strategis di perkotaan
,makan malam nya enak mantap di lidah pelayanannya ramah tempat juga strategis
,pelayanan nya oke banget staff ramah makanan bervariasi good bngt pokoknya
,hotelnya dekat tempat makan dan mall untuk lokasinya oke hanya untuk makanan mungkin perlu improve variasinya
,sarapan lengkap rasa enak dan pelayan memuaskan
,sangat senang mempunyai pengalaman menginap di hotel ini pelayanan sangat cepat kamar bersih dan wangi sarapan lengkap dan enak fasilitas yg lengkap pilihan yg tepat untukmenginap disini disaat sedang berlibur ke yogyakarta
,nginep di hotel ini jadi pengalaman yang menyenangkan dari awal masuk pelayanannya udah terasa ramah dan profesional proses check in juga cepat dan nggak ribet kamarnya bersih nyaman dan semua fasilitas berfungsi dengan baik tempat
,mewah bersih pelayanan top fasilitas lengkap lokasi strategis
,sarapan paginya sangat enak banyak menu dan layanan fifin bagus
,menu sarapan yang berfariativ dan untuk staff ramah nice
,layanan disini sangat baik kamarnya juga nyaman lalu untuk sarapan sangat beragam dari main dish sampai dessert overall worth it banget
,kebetulan punya experience yang selalu ok ok aja dengan grand mercure di kota lain jadi pas booking gak worries ttg kebersihan dll cuma agak kaget staf stafnya kurang ramah jauh sekali dibanding medan yang mana
,layanan memuaskan pilihan tepat saat mudik ke jogja
,berkesempatan bukber di sini masya allah tempatnya nyaman dan makanannya enak enak ini bukbernya di lantai btw
,pelayanan sangat baik dan sesuai sop kamar sangat bagusss konsepnya romantis dan cocok buat pasangan makanan enak dan mungkin perlu bebebrapa inovasi dalam makanan terima kasih
,menu bagus dan komplit pelayanan ramah dan membantu
,pelayanan sangat baik menu breakfast super lengkap dan rasanya semua tidak mengecewakan servis layanan kami didampingi oleh kak lena yg super ramah dan santun
negatif,sinyal wi fi sangat lemah apalagi kalau buat kerja dan gaming kalau pun di switch ke mode data sinyal jg turun dari g ke e edge hal ini mengurangi kenyamanan untuk stay di hotel dan seolah meminta untuk keluar saja
,sarapan enak pelayanan bagus terima kasih mbak silvia
,terima kasih untuk manager bu fitri sudah di reach complain saya dan terus melakukan peningkatan
,makanan resto nya enak dan variatif serta layanan yg ramah
,breakfast hari ini enak enak dan memuaskan
,menu breakfast nya sangat bervariasi banyak banget pilihannya saya yg menginap bersama anak sangat antusias menanti jam breakfast anak anak tidak bosan sama sekali begitu ada piring kosong pun meja segera dibersihkan dengan sigap mudah mudahan suatu saat bisa datang ke jogja kembali dan pasti akan menginap disini lagi
,sarapannya cocok dan banyak pilihan
,dapat kamar ada jendela ternyata setelah dibuka gordennya ada tembok
,pelayanan ramah dan tanggap selalu bersih dan rapi rekomen banget bagi yg liburan ke jogja dan bingung mau menginap dimana
,kelebihan meeting fullboard dg harga paling murah sekelas bintang ruang meeting nya banyak bangunannya megah
,layanan hotel oke dan stafnya ramah serta inisiatifnya bagus resto pilihan makanan banyak dan kualitasnya oke fresh dan enak
negatif,bukber dengan harga rb pax makanan nasi biryaninya tapi kurang dimsumnya cuma beberapa trs abis ga
,sarapannya enak bervariasi sdh hari makanan berbeda staff semua ramah dibantu dgn mba lena yg ramaah terima kasih mercure jogja
,kamarnya luas nyaman bersih pelayanannya bagus balroom luas untuk acara
negatif,pengalaman nginap di grand mercure tgl november lumayan baik tapii ada tapinya sih untuk hotel sekelas bintang saya berekspektasi fasilitas kamar mendapat smart tv tapi ternyata belum tersedia dan sayang nya parkir untuk tamu
,pelayanan memuaskan makananannya enak dan menunya kids friendly juga terima kasih mbak silvia yang sudah sangat helpful di restoran
,hotelnya nyaman servicenya ramah kamar bersih dan rapih menu sarapannya variatif dan enak good
,untuk makanannya udah oke pas dilidah dan juga banyak menu pilihan jadi tidak bingung mau makan apa lagi untuk pudingnya fix recomended banget wajib dicoba
,makanan baik sesuai cita rasa
,pelayanan memuaskan kamar rapi pilihan makanan juga banyak
positif,hotel memiliki kategori yang bisa dibilang sangat memuaskan lokasi yang strategis dan dekat dengan kota pelayanan nya yang bisa dibilang sangat cekatan dan bagus untuk hotel sekelasnya
,kami stay di hotel ini dari jumat smp minggu siang sangat nyaman staff helpfull dan kind lokasi strategis kebetulan anak lagi demam jadi bisa periksa di rs siloam sebelah hotel mau ke gereja katolik perjalanan menit smp jam
,semua pelayanan top markotop atas nama mba silka markotop kasih reward bagus untuk tim management nya ya terima kasih
,ruang kamar keren dan super nyaman layanan dinner bagus lokasi terjangkau di area kota jogja recommended banget
positif,grand mercure jogja benar benar memukau hotelnya indah bersih dan nyaman sempurna untuk liburan maupun perjalanan bisnis
,super sekali makanannya lengkap dan enak semuanya rekomended sekali baik dari kamar fasilitas pelayanan yngsuper cepat dan ramah sertaaaa rasa makanan yang enakk
,sebuah pengalaman yang luar biasa menyenangkan saat liburan nyaman dan enak sekali makanannya
,hotel yang nyaman dan dilengkapi dengan banyak fasilitas penunjang yang membuatnya betah untuk menginap disini kamar nyaman layanan oke lokasi strategis kemana mana kuliner dan pusat oleh dekat sarapan pagi komplit menunya dan rasa masakanya enak
negatif,hotel yg sdh lumayan tua pintu kamar mandi kayu sdh beberapa bagiannya lepas dan lampu kamar mandi mati di malam terakhir parkiran basement bau kurang sedap pelayanan staff sangat bagus dan membantu kolam renang kecil banget dan spertinya jadi satu dng ibis
,makanan nya lengkap banyak menu rasanya mantap
,kamarnya oke banget dan pelayanannya juga baik makanan juga enak poll
,pelayanannya memuaskan
,pelayanan di sini menyenangkan makanannya enak enak kamarnya nyaman dan yang terpenting adaah karyawan yang mau menerima masukan
,makanan sarapannya pilihannya banyak
,nyamann rekomended juga untuk makananya
,makanan enak pelayanan diresto grand mercure mba silvia sgt baik
,sarapan enak enak suka bakso dan tomyamnya enak kaldunya pelayanannya juga ramah ramah tadi pesen telur mateng juga pas untuk kematangannya rekomendasi menginap disini kalo kalian lagi liburan ke jogja
,pelayanan yang sangat bagus baik dari kamar breakfast serta reception dan yang lainnya melayani dengan ramah
,servicenya ok roomnya ok mba lena di service gmn saat aatapan pelayanannya baik
,sarapannya mayan komplit dan enak pelayanan mbak lena top banget
,saya sangat puas dengan pengalaman menginap di hotel grand mercure adisucipto semua aspek pelayanan di hotel ini sangat baik mulai dari proses check in yang cepat hingga keramahan seluruh staf yang membuat saya merasa nyaman selama
,sarapan disini enaakkk puas pelayanannya makasih ka silviaa
negatif,selama stay d hotel accor dengan member gold pengalaman disini sangat buruk lift mati nyala hanya dimana occ kamar lagi rame fo ga ada ramah nya daan yang parah ketika pakai cutten bud baru d masukin ke kupung sudah ketinggalan d
netral,pelayanan cukup memuaskan tetapi untuk tmtp sarapanya terallu tinggi di lt jd malas orng untuk naik klw bs sarapan di lantai loby biar sxan cek out
,breakfas nya baik dan sangat enak pelayanan nya juga sangat bagus dan ramah saya di layani oleh mba lena yg sangat ramah cantik dan baik hati sangat senang berada disini next time bakal datang kembali
,menyenangkan dihotel ini breakfastnya enak terima kasih atas pelayanan yang baik lena trainee
,hotelnya nyaman banget dan breakfastnya enak look kamarnya mevvah frontline ramah dan helpfull kamar mandi luas shower cukup tapi rada berkerak itu kaca nya
,makanan enak pelayanan terbaik mb kesya
,suka di hotel ini kamar luas dan bersih breakfast bervariasi dan enak
,salah satu opsi hotel terbaik di yogyakarta terletak dipinggir jalan adisucipto lokasinya cukup strategis kamar cukup nyaman
,letaknya strategis di sekitar pusat kota jogja pelayanan yg baik dan kebersihan kamar yg terjaga sarapan dgn variasi menu yg banyak termasuk tradisional cocok utk family staycation
,the best pengalaman menginap dan semua makanan disini enak pelayanan sangat ramah
,lokasi hotel yang strategis untuk keperluan bisnis maupun vacation pelayanan yg ramah dari staff hotel sangat membantu kami thanks to mbak lena and team
,fasilitasnya luar biasa dari kamar pelayanan dan menu makan pagi siang malam jangan lupa nginep di sini ya
,lokasi di pusat kota sangat strategis services dan sanitary terbaik sarapan dengan pilihan banyak dan enak semua terima kasih grand mercure
,makanannya enak fasilitas lengkap kamar cukup nyaman utk istirahat cuma agak jauh dari stasiun jogja dan malioboro cocok utk bisnis rapat pertemuan
negatif,kalau bisa tiap lift ada pemandunya guide untuk para tamu yang butuh info terus setelah masuk halaman hotel lokasi jalan menuju parkir sangat sempit dan menikung tajam tidak ada rambu yang jelas atau saya yang kurang jelas melihatnya kalau bisa rambunya ditaruh pada lokasi yang mudah terlihat pengemudi dan cukup besar
,menu sarapan nya sangat lengkap rasa nya juga enak saya datang di jam tapi semua makanan masih banyak staff nya juga sangat membantu
,tempat renangnya bagus di atas makanan okee bangetttt banyak varian nya rasa enak
,sangattt rekomended untuk kesini makanannya enak staff dan pelayanan sangat baik
,kamar bersih nyaman wifi lancar breakfast menu banyak pilihan terima kasih atas pelayanannya sekedar masukan mungkin bisa ditambahin daftar menu dan dilayani sampai jam brapa antisipasi tengah malem lapar dan males keluar
