Label,Casefold,processed,label_encoded
,pelayanan sangat ramah interior sangat bagus dan musholla nya luas,layan sangat ramah interior sangat bagus musholla luas,2
,sarapan dan break fast bagus serta memuaskan dan pelayanan ramah dari mba lena,sarap break fast bagus muas layan ramah,2
,menu lunch makanan baik luar biasa pelayanan sangat baik,menu lunch makan baik luar biasa layan sangat baik,2
,hotel yang menyenangkan dengan breakfast nya yang enak anak suka,hotel senang sarap enak suka,2
,pelayanan yg baik dan profesional banyak pilihan makanan,layan baik profesional banyak pilih makan,2
,penyajian sangat bersih dan nyaman,saji sangat bersih nyaman,2
,pengalaman menginap malam yang menyenangkan sarapan dan makanan di restaurant enak enak,alam inap malam senang sarap makan restaurant enak enak,2
,kamarnya nyaman dan desainnya bagus artsy bgt,kamar nyaman desain bagus artsy banget,2
,lokasi nya strategis dan terjangkau kamarnya bersih dan rapih sarapan dan makan malam enak dan cukup beragam,lokasi strategis jangkau kamar bersih rapih sarap makan malam enak cukup agam,2
,sangat ramah pelayanan kamar bersih sarapan variatif dan enak enak sekali pastinya tempat nya nyaman,sangat ramah layan kamar bersih sarap variatif enak enak sekali pasti tempat nyaman,2
,kamar disini sangat nyaman dan untuk sarapannya bermacam macam dan enak semua,kamar sini sangat nyaman sarap macam macam enak semua,2
,lokasi strategis makanan enak staff sangat ramah,lokasi strategis makan enak staff sangat ramah,2
,untuk menu makanan nya sangat lengkap,menu makan sangat lengkap,2
,pelayanan baik dan cukup ramah atas nama mba lena,layan baik cukup ramah atas nama,2
,hotel terbaikkk kamarnya nyaman pelayanannya bagus makanannya enak dan juga fasilitas lengkap top deh,hotel baik kamar nyaman layan bagus makan enak fasilitas lengkap top,2
,pelayanan baik dan breakfast enak,layan baik sarap enak,2
,bagus nyaman dan menyenangkan sarapannya enak banget sesuai selera,bagus nyaman senang sarap enak banget sesuai selera,2
,pelayanan ramah nyaman tengah kota menunya enak bersih estetik puas pokoknya nginep disini,layan ramah nyaman tengah kota menu enak bersih estetik puas pokok nginep sini,2
,kamar memadai ragam pilihan sarapan layak dan baik pelayanan staf ramah,kamar pada ragam pilih sarap layak baik layan staf ramah,2
,tempatnya nyaman bersih pelayanannya baik pemandangan nya indah karyawannya ramah makanannya pun sangat enak bakal balik kesini lagi puas banget,tempat nyaman bersih layan baik pandang indah karyawannya ramah makan sangat enak bakal balik kesini lagi puas banget,2
,letak hotel sangat strategis dekat mall pelayanan nya sangat baik suasana nya homy,letak hotel sangat strategis dekat mall layan sangat baik suasana homy,2
,tempat yang strategis hotelnya bersih dan pelayanan yang sangat memuaskan crew yang namanya ririn sangat ramah dan ringan tangan untuk membantu,tempat strategis hotel bersih layan sangat muas crew nama ririn sangat ramah ringan tangan bantu,2
,lokasinya strategis dekat dengan bandara makanannya enak fasilitas yang tersedia sangat lengkap,lokasi strategis dekat bandara makan enak fasilitas sedia sangat lengkap,2
,terimakasih banyak accord booking di ibis dapet free upgrade di mercure menu sarapan yang lengkap enak dan memuaskan kamar yang bersih dan nyaman,terimakasih banyak accord booking ibis dapat free upgrade mercure menu sarap lengkap enak muas kamar bersih nyaman,2
,pelayanan bagus makananya enak kamar bersih dan letaknya dekat sama kota dan mall,layan bagus makananya enak kamar bersih letak dekat sama kota mall,2
,cukup berkesan menginap disini pelayanan bagus dan ramah kamar bersih makanan enak cocok untuk liburan keluarga,cukup kesan inap sini layan bagus ramah kamar bersih makan enak cocok libur keluarga,2
,hotelnya nyaman bersih pelayanan ramah dan makanannya enak enak hari malam disini selalu dapat makanan yang enak dan beraneka ragam,hotel nyaman bersih layan ramah makan enak enak hari malam sini selalu dapat makan enak aneka ragam,2
,pengalaman menginap sehari semlm di grand mercure yogyakarta overall bagus kamar bersih sarapan juga enak dan lengkap,alam inap hari semlm grand mercure yogyakarta semua bagus kamar bersih sarap enak lengkap,2
,pelayanan ramah and friendly kamarnya rapih dan bersih makanannya enak dan ber fariasi terima kasih untuk mba desy atas pelayanannya yg ramah,layan ramah and friendly kamar rapih bersih makan enak ber fariasi terima kasih desy atas layan ramah,2
,pelayanan bagus kamar nyaman,layan bagus kamar nyaman,2
,pelayanan mba amanda bagus dan sangat ramah makanan enak banyak macamnya sangat variatif,layan amanda bagus sangat ramah makan enak banyak macam sangat variatif,2
,pelayanan ramah ramah devita,layan ramah ramah,2
,hotelnya authentic rapih bersih dan terawat pelayanan juga ramah dan cepat tanggap pengalaman yg menyenangkan tinggal disini,hotel authentic rapih bersih awat layan ramah cepat tanggap alam senang tinggal sini,2
,terimakasih kasih atas pelayanannya sarapan yang luar biasa dan terimakasih atas pelayanan saudari lena,terimakasih kasih atas layan sarap luar biasa terimakasih atas layan saudari,2
,hotel mendukung masalah lingkungan dengan tidak menyajikan air kemasan botol plastik hotelnya cantik dengan ornamen candi kamar bagus ada welcome fruit yang cukup banyak makanan biasa sih menyajikan banyak menu tradisional snack acara rapatnya enak dan cukup generous amenities nya juga lengkap,hotel dukung masalah lingkung saji air kemas botol plastik hotel cantik ornamen candi kamar bagus fruit cukup banyak makan biasa saji banyak menu tradisional snack acara rapat enak cukup generous amenities lengkap,2
,pelayanannya baik dan makanannya enak,layan baik makan enak,2
,hotel bersih fasilitas lengkap pelayanan juga ramah ditambah letak nya yg strategis juga jadi poin plus,hotel bersih fasilitas lengkap layan ramah tambah letak strategis poin plus,2
,kamarnya bersih dan nyaman enak untuk tidur kamar mandi nya juga lengkap dengan beberapa hal serta bersih servisnya sangat ramah dan baik lokasi nya juga strategis di perkotaan,kamar bersih nyaman enak tidur kamar mandi lengkap beberapa hal bersih servis sangat ramah baik lokasi strategis kota,2
,makan malam nya enak mantap di lidah pelayanannya ramah tempat juga strategis,makan malam enak mantap lidah layan ramah tempat strategis,2
,pelayanan nya oke banget staff ramah makanan bervariasi good bngt pokoknya,layan baik banget staff ramah makan variasi good bngt pokok,2
,sarapan lengkap rasa enak dan pelayan memuaskan,sarap lengkap rasa enak layan muas,2
,nginep di hotel ini jadi pengalaman yang menyenangkan dari awal masuk pelayanannya udah terasa ramah dan profesional proses check in juga cepat dan nggak ribet kamarnya bersih nyaman dan semua fasilitas berfungsi dengan baik tempat,nginep hotel alam senang awal masuk layan udah asa ramah profesional proses check in cepat ribet kamar bersih nyaman semua fasilitas fungsi baik tempat,2
,mewah bersih pelayanan top fasilitas lengkap lokasi strategis,mewah bersih layan top fasilitas lengkap lokasi strategis,2
,sarapan paginya sangat enak banyak menu dan layanan fifin bagus,sarap pagi sangat enak banyak menu layan bagus,2
,menu sarapan yang berfariativ dan untuk staff ramah nice,menu sarap berfariativ staff ramah nice,2
,menu bagus dan komplit pelayanan ramah dan membantu,menu bagus komplit layan ramah bantu,2
,sarapan enak pelayanan bagus terima kasih mbak silvia,sarap enak layan bagus terima kasih,2
,makanan resto nya enak dan variatif serta layanan yg ramah,makan resto enak variatif layan ramah,2
,breakfast hari ini enak enak dan memuaskan,sarap hari enak enak muas,2
,sarapannya cocok dan banyak pilihan,sarap cocok banyak pilih,2
,pelayanan ramah dan tanggap selalu bersih dan rapi rekomen banget bagi yg liburan ke jogja dan bingung mau menginap dimana,layan ramah tanggap selalu bersih rapi rekomendasi banget bagi libur jogja bingung inap mana,2
,layanan hotel oke dan stafnya ramah serta inisiatifnya bagus resto pilihan makanan banyak dan kualitasnya oke fresh dan enak,layan hotel baik staf ramah inisiatif bagus resto pilih makan banyak kualitas baik fresh enak,2
,hotelnya nyaman servicenya ramah kamar bersih dan rapih menu sarapannya variatif dan enak good,hotel nyaman servicenya ramah kamar bersih rapih menu sarap variatif enak good,2
,pelayanan memuaskan kamar rapi pilihan makanan juga banyak,layan muas kamar rapi pilih makan banyak,2
,super sekali makanannya lengkap dan enak semuanya rekomended sekali baik dari kamar fasilitas pelayanan yngsuper cepat dan ramah sertaaaa rasa makanan yang enakk,super sekali makan lengkap enak semua rekomended sekali baik kamar fasilitas layan yngsuper cepat ramah rasa makan enak,2
,sebuah pengalaman yang luar biasa menyenangkan saat liburan nyaman dan enak sekali makanannya,buah alam luar biasa senang saat libur nyaman enak sekali makan,2
,makanan nya lengkap banyak menu rasanya mantap,makan lengkap banyak menu rasa mantap,2
,kamarnya oke banget dan pelayanannya juga baik makanan juga enak poll,kamar baik banget layan baik makan enak poll,2
,pelayanannya memuaskan,layan muas,2
,makanan sarapannya pilihannya banyak,makan sarap pilih banyak,2
,nyamann rekomended juga untuk makananya,nyamann rekomended makananya,2
,makanan enak pelayanan diresto grand mercure mba silvia sgt baik,makan enak layan diresto grand mercure sgt baik,2
,pelayanan yang sangat bagus baik dari kamar breakfast serta reception dan yang lainnya melayani dengan ramah,layan sangat bagus baik kamar sarap reception lain layan ramah,2
,sarapannya mayan komplit dan enak pelayanan mbak lena top banget,sarap mayan komplit enak layan top banget,2
,menyenangkan dihotel ini breakfastnya enak terima kasih atas pelayanan yang baik lena trainee,senang hotel breakfast enak terima kasih atas layan baik,2
,suka di hotel ini kamar luas dan bersih breakfast bervariasi dan enak,suka hotel kamar luas bersih sarap variasi enak,2
,the best pengalaman menginap dan semua makanan disini enak pelayanan sangat ramah,alam inap semua makan sini enak layan sangat ramah,2
,lokasi di pusat kota sangat strategis services dan sanitary terbaik sarapan dengan pilihan banyak dan enak semua terima kasih grand mercure,lokasi pusat kota sangat strategis services sanitary baik sarap pilih banyak enak semua terima kasih grand mercure,2
,sangattt rekomended untuk kesini makanannya enak staff dan pelayanan sangat baik,sangat rekomended kesini makan enak staff layan sangat baik,2
