Casefold,processed,label_encoded,model_Label,gpt_label
kamar bersih nyaman layanan staff serba cepat dan menyenangkan reception ramah lokasi ditengah kota mudah dijangkau,kamar bersih nyaman layan staff serba cepat senang reception ramah lokasi tengah kota mudah jangkau,2,positif,positif
staff nya baik bgt recomended buat temen temen yang mau eksplor jogja karna lokasinya yg deket sm pusat kota kamarnya juga nyaman dan bersih,staff baik banget recomended temen temen eksplor jogja karna lokasi deket pusat kota kamar nyaman bersih,2,positif,positif
pengalaman menginap dengan pelayanan yang sangat luar biasa bahkan barang tertinggal pihak hotel mau melayani pengiriman barang dengan baik,alam inap layan sangat luar biasa bahkan barang tinggal pihak hotel layan kirim barang baik,2,positif,positif
saya mencoba buka bersama di mercure hotel dan makanannya mengesankan rasanya enak terutama yang kambing guling dan tongseng enak empuk dan tidak bau servicenya juga ramah dan bagus,coba buka sama mercure hotel makan kesan rasa enak utama kambing guling tongseng enak empuk bau servicenya ramah bagus,2,positif,positif
hotel dan pelayanan nya baik makanan nya bervariasi enak terimakasih untuk mbak salma,hotel layan baik makan variasi enak terimakasih salma,2,positif,positif
fasilitas sangat baik makanan di breakfast juga sangat beragam overall sangat ok,fasilitas sangat baik makan sarap sangat agam semua sangat baik,2,positif,positif
untuk standar hotel bintang masih kurang sih kebersihan kamar perlu ditingkatkan lokasi enak dekat dgn rs siloam kalo ada kerabat yg dirawat di sana,standar hotel bintang masih kurang bersih kamar perlu tingkat lokasi enak dekat rumah sakit siloam kalau kerabat rawat sana,0,negatif,negatif
terjadi insiden di lobby dimana mobil yang saya bawa ditabrak mobil lain karena kelalaian satpam yg atur lalu lintas,jadi insiden lobby mana mobil bawa tabrak mobil lain lalai satpam atur lalu lintas,0,negatif,negatif
stay di sini karena ada kebutuhan pekerjaan staff nya ramah ramah dan bikin betah saya senang ngobrol dengan staff staff nya terima kasih juga mbak rosvina atas bantuan dan pelayanan nya yang luar biasa excellent service,stay sini butuh kerja staff ramah ramah bikin betah senang ngobrol staff staff terima kasih rosvina atas bantu layan luar biasa excellent service,2,positif,positif
mohon untuk wc di area parkir basemant di perhatikan sangat sangat sangat tidak layak di pakai kloset banyak kotoran m,mohon wc area parkir basemant perhati sangat sangat sangat layak pakai kloset banyak kotor,0,negatif,negatif
tempat nyaman indah makanannya mantap pelayanan oke,tempat nyaman indah makan mantap layan baik,2,positif,positif
first impressionnya adalah pintu kamar mandi yang alot digeser dan wastafel yg sering bocor tetapi setelah kembali sudah diperbaiki dengan sangat baik sehingga tidak ada kerusakan,first impressionnya adalah pintu kamar mandi alot geser wastafel sering bocor tetapi telah kembali baik sangat baik sehingga rusa,1,netral,positif
drop off lobby kurang nyaman parkir mobil sulit kurang luas,drop off lobby kurang nyaman parkir mobil sulit kurang luas,0,negatif,negatif
hotelnya bersih nyaman makanan enak pelayanan bagus ramah,hotel bersih nyaman makan enak layan bagus ramah,2,positif,positif
kamarnya luas dan interiornya bagus menu makanannnya beragam ada jamu juga disediakan saat sarapan pelayanan hotelnya ramah dan lokasi strategis,kamar luas interior bagus menu makananya agam jamu sedia saat sarap layan hotel ramah lokasi strategis,2,positif,positif
kami request non smoking tapi dapat yang smoking dikamir bau rokok kuat banget,request non smoking dapat smoking kamir bau rokok kuat banget,0,negatif,negatif
untuk kamar cukup bersih room service cepat tanggap lokasi cukup strategis tambahan saja untuk lokasi pintu masuk dan pintu keluar lebih baik jika tanda nya dibuat lebih besar terutama tanda lokasi in tertutup oleh pohon sehingga tidak terlihat jelas,kamar cukup bersih room service cepat tanggap lokasi cukup strategis tambah lokasi pintu masuk pintu keluar lebih baik jika tanda buat lebih besar utama tanda lokasi in tutup oleh pohon sehingga lihat jelas,1,netral,positif
lokasi strategis kamar bagus pelayanan staf hotel baik dan ramah,lokasi strategis kamar bagus layan staf hotel baik ramah,2,positif,positif
lokasi cukup jauh dari bandara jadi harus take time untuk layanan dan kamar sudah sempurna,lokasi cukup jauh bandara harus take time layan kamar sempurna,1,netral,positif
sangat puas layanan sangat prima dan kualitas tidak mengecewakan,sangat puas layan sangat prima kualitas kecewa,2,positif,positif
hotel sebesar ini banquet cuma org mau showing untuk event aja sampe ditinggal gara ga dateng padahal showing ga sampe menit mau ngadain event besar lgs kena bad impression dengan servisnya,hotel besar banquet cuma orang showing event sampe tinggal gara dateng padahal showing sampe menit ngadain event besar lgs kena bad impression servis,0,negatif,negatif
kualitas hotel yang baik makanan dan minuman nya enak sekali pelayanan sangat baik dan ramah,kualitas hotel baik makan minum enak sekali layan sangat baik ramah,2,positif,positif
tempat nya bagus pelayanan nya juga sangat ramah dan baik,tempat bagus layan sangat ramah baik,2,positif,positif
room cukup lega namun air shower kecil banget suara berisik dari instalasi ac dan renovasi tembus sampai ke dalam kamar makanan enak namun variasi menu minim,room cukup lega namun air shower banget suara berisik instalasi ac renovasi tembus sampai kamar makan enak namun variasi menu minim,0,negatif,negatif
hati hati mandi di kamar mandi kolam renang saya terkunci gak bisa keluar untung bawa handphone bisa telpon hotel kasihan kalau anak kecil dan orang yg klostrophobia dan tidak bisa hubungi siapa siapa saat terkunci dan tidak ada jalan keluar,hati hati mandi kamar mandi kolam renang kunci bisa keluar untung bawa handphone bisa telpon hotel kasihan kalau orang klostrophobia bisa hubung siapa siapa saat kunci jalan keluar,0,negatif,negatif
hotelnya bagus bersih pelayanan ramah makanannya enak,hotel bagus bersih layan ramah makan enak,2,positif,positif
pelayanan sangat baik dan ramah,layan sangat baik ramah,2,positif,positif
pelayanannya bagus kamar dan sarapannya juga puas,layan bagus kamar sarap puas,2,positif,positif
lokasi hotel cukup strategis pelayanan cukup baik menu beragam dan cukup enak,lokasi hotel cukup strategis layan cukup baik menu agam cukup enak,2,positif,positif
tempatnya strategis pelayanan bagus semua ramah,tempat strategis layan bagus semua ramah,2,positif,positif
hotel bintang yang cukup baik cocok buat liburan keluarga makannya enak karyawan sangat ramah suasana yang nyaman dan adem cukup memuaskan,hotel bintang cukup baik cocok libur keluarga makan enak karyawan sangat ramah suasana nyaman adem cukup muas,2,positif,positif
overall sudah baik cuma ada beberapa yang masih bisa perlu ditingkatkan mulai dari jatah air minum yang bisa diperbanyak ketanggapan petugas dalam menangani komplain dari konsumen dan perbaikan untuk fasilitas kamar mandi yang perlu diperhatikan makanan semuanya enak dan pelayanan sangat ramah dan bagus,semua baik cuma beberapa masih bisa perlu tingkat mulai jatah air minum bisa banyak tanggap tugas tangan komplain konsumen baik fasilitas kamar mandi perlu perhati makan semua enak layan sangat ramah bagus,1,netral,positif
pesan kamar untuk malam dengan extrabed malam terakhir tanpa konfirmasi extrabed di take out dari kamar sudah full payment diawal alasan nya salah input kami balik kerja pukul,pesan kamar malam extrabed malam akhir tanpa konfirmasi extrabed take out kamar full payment awal alas salah input balik kerja pukul,0,negatif,negatif
secara kamar udah bagus tapi mungkin ac nya sedikit kendala yak karena harus atur manual juga untuk tirai di kamar mandi saya sempat mengalami kendala but overall sudah bagus,cara kamar udah bagus mungkin ac sedikit kendala harus atur manual tirai kamar mandi sempat alami kendala but semua bagus,1,netral,positif
makan malam tanggal juni di acara kantor di sini tahu gejrotnya kurang pedas untuk saya tapi seafood lada hitamnya sangat berasa lupa foto sebelum makan jadi fotonya pas udah mau abis aja,makan malam tanggal juni acara kantor sini tahu gejrotnya kurang pedas seafood lada hitam sangat rasa lupa foto belum makan foto pas udah abis,1,netral,positif
pelayanan staf ramah kamarnya nyaman,layan staf ramah kamar nyaman,2,positif,positif
hotel yang nyaman serta pelayanan yang ramah,hotel nyaman layan ramah,2,positif,positif
kamar bersih makanan enak pelayanan nya juga raman dan baik,kamar bersih makan enak layan ram baik,2,positif,positif
tempatnya sangat baik dan bersih makanan dan minumannya juga sangat enak dan memuaskan,tempat sangat baik bersih makan minum sangat enak muas,2,positif,positif
kamarnya bersih nyaman ada guling tv channel lumayan ok cuman belum hd makanan ok soso staff wanita ramah entah kenapa yg cowo jutek hal yg kecil tapi menurut ku rada greget pemilihan interior restaurant yg kurang matching dari,kamar bersih nyaman guling televisi channel lumayan baik cuman belum hd makan baik soso staff wanita ramah entah kenapa cowo jutek hal turut rada greget pilih interior restaurant kurang matching,0,negatif,netral
hotel nya bersih sarapan nya juga lengkap service nya juga memuaskan,hotel bersih sarap lengkap service muas,2,positif,positif
kamarnya bersih nyaman dan makannya enak lokasi strategis deket mau kemana mana,kamar bersih nyaman makan enak lokasi strategis deket mana mana,2,positif,positif
pelayanan baik staff hotel ramah hotel luas dan memiliki fasilitas yang lengkap kamar bersih dan luas kasur nyaman hidangan yang disajikan juga beragam mulai dari appetizer hingga dessert dan enak rasanya,layan baik staff hotel ramah hotel luas milik fasilitas lengkap kamar bersih luas kasur nyaman hidang saji agam mulai appetizer hingga dessert enak rasa,2,positif,positif
layanan hotel grand mercure yogyakarta secara umumnya sangat memuaskan kamarnya sangat bersih dan rapi makanannya juga enak dan banyak variannya pertahankan layanan prima ini,layan hotel grand mercure yogyakarta cara umum sangat muas kamar sangat bersih rapi makan enak banyak varian tahan layan prima,2,positif,positif
pertama bermalam di grand mercure jogja kamar tidurnya nyaman buat tidur nyenyak banget,pertama malam grand mercure jogja kamar tidur nyaman tidur nyenyak banget,2,positif,positif
bad service udah reservasi bukber dari jauh hari survey langsung tanggal maret buat nentuin tempat duduk karena bawa banyak orang dan diokein sama stafnya tapi di hari acara tiba request tempat duduk yang sudah disepakati tidak,bad service udah reservasi buka sama jauh hari survey langsung tanggal maret nentuin tempat duduk bawa banyak orang diokein sama staf hari acara tiba request tempat duduk pakat,0,negatif,negatif
saya menginap september anak saya tahun di kamar kena paku payung sepertinya dari salah satu kursi kamar kurang ok maintenance nya,inap september tahun kamar kena paku payung seperti salah satu kursi kamar kurang baik maintenance,0,negatif,negatif
dari lift yang ada hanya yang beroperasi di long weekend bobrok banget managementnya gaada persiapan mateng bgt ngadepin long weekend bayar mahal cuman buat nunggu lift sekelas mercure lohh,lift hanya operasi long weekend bobrok banget managementnya gaada siap mateng banget ngadepin long weekend bayar mahal cuman nunggu lift kelas mercure lohh,0,negatif,negatif
pelayanan ramah kesini karena acara rapat evaluasi bawaslu kabupaten hotelnya luas toilet bersih ballroom luas uniknya di lift engga ada akses ke lantai jadi sempat bingung pas mau cari mushola yang kata temenku ada di lantai,layan ramah kesini acara rapat evaluasi bawaslu kabupaten hotel luas toilet bersih ballroom luas unik lift engga akses lantai sempat bingung pas cari mushola kata temenku lantai,1,netral,positif
suasananya enak nyaman saya suka menu sarapannya bervariatif apalagi sama jajanan khas jawanya ada jamunya juga recomended,suasana enak nyaman suka menu sarap variatif apalagi sama jajan khas jawanya jamu recomended,2,positif,positif
mengikuti sebuah acara di ballroom pulang jam malam parkiran b dan jalan menuju pintu keluar gelap parkir berbayar mahal sampai di depan hanya ada security di pintu masuk tidak ada yang membantu di pintu keluar padahal lalu lintas padat berbeda saat lewat ke hotel sebelahnya,ikut buah acara ballroom pulang jam malam parkir jalan tuju pintu keluar gelap parkir bayar mahal sampai depan hanya security pintu masuk bantu pintu keluar padahal lalu lintas padat beda saat lewat hotel belah,0,negatif,negatif
makanan dan layanan hotel bagus semoga bisa kembali ke hotel ini,makan layan hotel bagus moga bisa kembali hotel,2,positif,positif
makananya enak kamar nya oke namun yg kurang bagi saya adalah kebersihan karena sy sering sekali menginap di mercure bandung jakarta itu sangat luar biasa bersih,makananya enak kamar baik namun kurang bagi adalah bersih sering sekali inap mercure bandung jakarta sangat luar biasa bersih,1,netral,negatif
menurutku sih hotel ini emang berkualitas banget sepadan dengan harganya pelayanan juga ramah banget makanan yang disajikan sangat unik enak dan beraneka ragam boleh sih ini rekomended banget buat yang mau healing,turut hotel emang kualitas banget padan harga layan ramah banget makan saji sangat unik enak aneka ragam boleh rekomended banget healing,2,positif,positif
tempat strategis tidak jauh dari bandara adi sucipto kamar bersih dan nyaman dari segi hidangan juga enak pelayanan ramah dan harmonis dari kak thania layak untuk dicoba,tempat strategis jauh bandara adi sucipto kamar bersih nyaman segi hidang enak layan ramah harmonis layak coba,2,positif,positif
menyenangkan untuk semua pelayanannya baik breakfast dan kamarnya terimakasih banyak mba silvia atas pelayanannya,senang semua layan baik sarap kamar terimakasih banyak atas layan,2,positif,positif
